STT;TenNgoaite;Ngoaite;TyGiaNgoaiTe-VND;Thang;Nam
149;TRINIDAD &TOBACO DOLLAR;TTD;3445;10;2022
150;NEW TAIWAN DOLLAR;TWD;751;10;2022
151;TANZANIAN SHILLING;TZS;10;10;2022
152;BAHT;THB;633;10;2022
153;NEW TURKISH LIRA;TRY;1275;10;2022
154;HRYVNIA;UAH;631;10;2022
155;UGANDA SHILING;UGX;6;10;2022
156;RUP XO VIET;USR;416;10;2022
157;PESO URUGUAYO;UYU;563;10;2022
158;UZBEKISTAN SUM;UZS;2;10;2022
159;BOLIVAR;VEF;0;10;2022
160;VATU;VUV;193;10;2022
161;TALA;WST;8113;10;2022
162;CEA FRANC BEAC;XAF;35;10;2022
163;EAST CARIBEAN DOLLAR;XCD;8624;10;2022
164;CFA FRANC BEAC;XAF;35;10;2022
165;CFP FRANC;XPF;192;10;2022
166;YEMENI RIAL;YER;93;10;2022
167;RAND;ZAR;1296;10;2022
168;KWACHA;ZMK;23;10;2022
;ĐÔLA Mỹ ;USD;23285;10;2022
1;UAE DIRHAM;AED;6314;9;2022
2;AFGHAN AFGHANI;AFN;263;9;2022
3;LEK;ALL;199;9;2022
4;ARMENIAN DRAM;AMD;57;9;2022
5;NETH ANTILLIAN GUILDER;ANG;13028;9;2022
6;ANGOLAN KWANZA;AOA;55;9;2022
7;KWANZA REAJUSTADO;AOR;55;9;2022
8;ARGENTINE PESO;ARS;167;9;2022
9;AUSTRALIAN DOLLAR;AUD;16106;9;2022
10;ARUBAN GUILDER;AWG;13028;9;2022
11;AZERBAIJANIAN MANAT;AZN;13721;9;2022
12;CONVERTIBLE MARKS;BAM;11 892;9;2022
13;BARBADOS DOLLAR;BBD;11595;9;2022
14;TAKA;BDT;244;9;2022
15;LEV;BGN;11892;9;2022
16;BAHARAINI DINAR;BHD;61024;9;2022
17;BURUNDI FRANC;BIF;11;9;2022
18;BERMUDIAN DOLLAR;BMD;23189;9;2022
19;BRUNEI DOLLAR;BND;16564;9;2022
20;BOLIVIANO;BOB;3385;9;2022
21;MVDOL;BOV;3385;9;2022
22;BRAZILIAN REAL;BRL;4475;9;2022
23;BAHAMIAN DOLLAR;BSD;23189;9;2022
24;NGULTRUM;BTN;292;9;2022
25;PULA;BWP;1802;9;2022
26;BELARUSIAN RUBLE;BYB;1;9;2022
27;BELIZE DOLLAR;BZD;11653;9;2022
28;CANADIAN DOLLAR;CAD;17993;9;2022
29;FRANC CONGOLAIS;CDF;12;9;2022
30;UNIDADES DE FOMENTO;CLF;26;9;2022
31;CHILEAN PESO;CLP;26;9;2022
32;YAN RENMINBI;CNY;3418;9;2022
33;COLOMBIAN PESO;COP;5;9;2022
34;COSTA RICAN COLON;CRC;36;9;2022
35;CZECH KORUNA;CZK;947;9;2022
36;CUBAN PESO;CUP;966;9;2022
37;CAPE VERDE ESCUDO;CVE;211;9;2022
38;CZECH KORUNA;CZK;947;9;2022
39;SWISS FRANC;CHF;24262;9;2022
40;EAST GERMAN MARK;DDM;10445;9;2022
41;DEUTSCH MARK;DEM;10445;9;2022
42;DJIBOUTI FRANC;DJF;131;9;2022
43;DANISH KRONE;DKK;3159;9;2022
44;DOMINICAN PESO;DOP;440;9;2022
45;ALGERIAN DINAR;DZD;166;9;2022
46;SUCRE;ECS;1;9;2022
47;UNIDAD DE VALOR CONSTANTE(UVC);ECV;1;9;2022
48;EGYPTIAN POUND;EGP;1207;9;2022
49;NAKFA;ERN;1546;9;2022
50;ETHIOPIAN BIRR;ETB;442;9;2022
51;EURO;EUR;23496;9;2022
52;FIJI DOLLAR;FJD;10352;9;2022
53;FALKLAND ISLANDS POUND;FKP;19820;9;2022
54;FRENCH FRANC;FRF;3121;9;2022
55;POUND STERLING;GBP;27946;9;2022
56;LARI;GEL;8052;9;2022
57;CEDI;GHC;3;9;2022
58;DALASI;GMD;419;9;2022
59;GUINEA FRANC;GNF;3;9;2022
60;QUETZAL;GTQ;3000;9;2022
61;GUINEA BISSAU PESO;GWP;0;9;2022
62;GUYANA DOLLAR;GYD;111;9;2022
63;GIBRALTAR POUND;GIP;19820;9;2022
64;HONGKONG DOLLAR;HKD;2956;9;2022
65;LEMPIRA;HNL;950;9;2022
66;KUNA;HRK;3096;9;2022
67;GOURDE;HTG;202;9;2022
68;FORINT;HUF;58;9;2022
69;RUPIAH;IDR;2;9;2022
70;NEW ISRAELI SHEKEL;ILS;6964;9;2022
71;INDIAN RUPEE;INR;292;9;2022
72;IRAQI DINAR;IQD;16;9;2022
73;IRANIAN RIAL;IRR;1;9;2022
74;ICELAND KRONA;ISK;164;9;2022
75;JAMACAN DOLLAR;JMD;155;9;2022
76;JORDANIAN DINAR;JOD;32661;9;2022
77;YEN;JPY;172;9;2022
78;KENYAN SHILING;KES;193;9;2022
79;SOM;KGS;287;9;2022
80;COMORO FRANC;KMF;47;9;2022
81;NORTH KOREAN WON;KPW;178;9;2022
82;WON;KRW;18;9;2022
83;KUWAITI DINAR;KWD;74803;9;2022
84;CAYMAN ISLANDS DOLLAR;KYD;27939;9;2022
85;TENGE;KZT;49;9;2022
86;RIEL;KHR;6;9;2022
87;KIP;LAK;2;9;2022
88;LIBIAN POUND;LBP;15;9;2022
89;SRILANCA RUPEE;LKR;66;9;2022
90;LIBERIAN DOLLAR;LRD;152;9;2022
91;LOTI;LSL;1369;9;2022
92;LITHUANIAN LITAS;LTL;8136;9;2022
93;LUXEMBOURG FRANC;LUF;508;9;2022
94;LEBANESE DINAR;LYD;4713;9;2022
95;MOROCCAN DIRHAM;MAD;2198;9;2022
96;MOLDOVAN LEU;MDL;1205;9;2022
97;MALAGASY ARIARY;MGA;6;9;2022
98;DENAR;MKD;379;9;2022
99;KYAT;MMK;11;9;2022
100;TUGRIK;MNT;7;9;2022
101;PATACA;MOP;2870;9;2022
102;OUGUIYA;MRO;65;9;2022
103;MAURITUS RUPEE;MUR;527;9;2022
104;RUFIYAA;MVR;1504;9;2022
105;KWACHA;ZMK;23;9;2022
106;MAXICAN PESO;MXN;1151;9;2022
107;MEXUNIDAD DE INVERSIOR;MXV;1151;9;2022
108;MALAYSIAN RINGGIT;MYR;5196;9;2022
109;MOZAMBICAN METICAL;MZN;367;9;2022
110;NAMIBIA DOLLAR;NAD;1369;9;2022
111;CORDOBA ORO;NIO;646;9;2022
112;NORWEGIAN KRONE;NOK;2383;9;2022
113;NEPALESE RUPEE;NPR;182;9;2022
114;NEWZELAND DOLLAR;NZD;14527;9;2022
115;NAIRA;NGN;55;9;2022
116;RIAL OMANI;OMR;61024;9;2022
117;BALBOA;PAB;23189;9;2022
118;NUEVO SOL;PEN;6102;9;2022
119;KINA;PGK;6388;9;2022
120;PAKISTAN RUPEE;PKR;106;9;2022
121;ZLOTY;PLN;4977;9;2022
122;GUARANI;PYG;3;9;2022
123;PHILIPINE PESO;PHP;413;9;2022
124;QATARI RIAL;QAR;6319;9;2022
125;RÚP CHUYỂN NHƯỢNG;RCN;23189;9;2022
126;LEU;RON;4781;9;2022
127;RUSSIAN RUBLE (NEW);RUB;388;9;2022
128;RWANDA FRANC;RWF;23;9;2022
129;SAUDI RYAL;SAR;6167;9;2022
130;SOLOMON ISLANDS DOLLAR;SBD;2761;9;2022
131;SEYCHELLESS RUPEE;SCR;1780;9;2022
132;SUDANESE DINAR;SDD;116;9;2022
133;SDR;SDR;0;9;2022
134;SWEDISH KRONA;SEK;2244;9;2022
135;SINGAPORE DOLLAR;SGD;16761;9;2022
136;ST HELENA POUND;SHP;18853;9;2022
137;SLOVAKKORUNA;SKK;1076;9;2022
138;LEONE;SLL;2;9;2022
139;SOMA SHILING;SOS;41;9;2022
140;SURINAME DOLLAR;SRD;937;9;2022
141;DOBRA;STD;1;9;2022
142;EL SALVADOR COLON;SVC;2650;9;2022
143;SYRIAN POUND;SYP;9;9;2022
144;LILANGENI;SZL;1369;9;2022
145;TAJIK RUBLE;TJR;10;9;2022
146;MANAT;TMM;2;9;2022
147;TUNISIAN DINAR;TND;7269;9;2022
148;PAANGA;TOP;9543;9;2022
149;TRINIDAD &TOBACO DOLLAR;TTD;3446;9;2022
150;NEW TAIWAN DOLLAR;TWD;772;9;2022
151;TANZANIAN SHILLING;TZS;10;9;2022
152;BAHT;THB;646;9;2022
153;NEW TURKISH LIRA;TRY;1290;9;2022
154;HRYVNIA;UAH;635;9;2022
155;UGANDA SHILING;UGX;6;9;2022
156;RUP XO VIET;USR;393;9;2022
157;PESO URUGUAYO;UYU;570;9;2022
158;UZBEKISTAN SUM;UZS;2;9;2022
159;BOLIVAR;VEF;0;9;2022
160;VATU;VUV;201;9;2022
161;TALA;WST;8311;9;2022
162;CFA FRANC BEAC;XAF;35;9;2022
163;EAST CARIBEAN DOLLAR;XCD;8589;9;2022
164;CFA FRANC BEAC;XAF;35;9;2022
165;CFP FRANC;XPF;195;9;2022
166;YEMENI RIAL;YER;93;9;2022
167;RAND;ZAR;1369;9;2022
168;KWACHA;ZMK;23;9;2022
;ĐÔLA Mỹ ;USD;23189;9;2022
1;UAE DIRHAM;AED;6308;8;2022
2;AFGHAN AFGHANI;AFN;259;8;2022
3;LEK;ALL;203;8;2022
4;ARMENIAN DRAM;AMD;57;8;2022
5;NETHANTILLIAN GUILDER;ANG;13024;8;2022
6;ANGOLAN KWANZA;AOA;55;8;2022
7;KWANZA REAJUSTADO;AOR;55;8;2022
8;ARGENTINE PESO;ARS;177;8;2022
9;AUSTRALIAN DOLLAR;AUD;15876;8;2022
10;ARUBAN GUILDER;AWG;13024;8;2022
11;AZERBAIJANIAN MANAT;AZN;13717;8;2022
12;CONVERTIBLE MARKS;BAM;12074;8;2022
13;BARBADOS DOLLAR;BBD;11591;8;2022
14;TAKA;BDT;245;8;2022
15;LEV;BGN;12074;8;2022
16;BAHARAINI DINAR;BHD;61005;8;2022
17;BURUNDI FRANC;BIF;11;8;2022
18;BERMUDIAN DOLLAR;BMD;23182;8;2022
19;BRUNEI DOLLAR;BND;16799;8;2022
20;BOLIVIANO;BOB;3404;8;2022
21;MVDOL;BOV;3404;8;2022
22;BRAZILIAN REAL;BRL;4318;8;2022
23;BAHAMIAN DOLLAR;BSD;23182;8;2022
24;NGULTRUM;BTN;291;8;2022
25;PULA;BWP;1841;8;2022
26;BELARUSIAN RUBLE;BYB;1;8;2022
27;BELIZE DOLLAR;BZD;11649;8;2022
28;CANADIAN DOLLAR;CAD;17900;8;2022
29;FRANC CONGOLAIS;CDF;12;8;2022
30;UNIDADES DE FOMENTO;CLF;26;8;2022
31;CHILEAN PESO;CLP;26;8;2022
32;YAN RENMINBI;CNY;3447;8;2022
33;COLOMBIAN PESO;COP;5;8;2022
34;COSTA RICAN COLON;CRC;35;8;2022
35;CZECH KORUNA;CZK;962;8;2022
36;CUBAN PESO;CUP;966;8;2022
37;CAPE VERDE ESCUDO;CVE;214;8;2022
38;CZECH KORUNA;CZK;962;8;2022
39;SWISS FRANC;CHF;23927;8;2022
40;EAST GERMAN MARK;DDM;10442;8;2022
41;DEUTSCH MARK;DEM;10442;8;2022
42;DJIBOUTI FRANC;DJF;131;8;2022
43;DANISH KRONE;DKK;3198;8;2022
44;DOMINICAN PESO;DOP;427;8;2022
45;ALGERIAN DINAR;DZD;160;8;2022
46;SUCRE;ECS;1;8;2022
47;UNIDAD DE VALOR CONSTANTE(UVC);ECV;1;8;2022
48;EGYPTIAN POUND;EGP;1229;8;2022
49;NAKFA;ERN;1545;8;2022
50;ETHIOPIAN BIRR;ETB;445;8;2022
51;EURO;EUR;23792;8;2022
52;FIJI DOLLAR;FJD;10442;8;2022
53;FALKLAND ISLANDS POUND;FKP;19002;8;2022
54;FRENCH FRANC;FRF;3120;8;2022
55;POUND STERLING;GBP;27869;8;2022
56;LARI;GEL;8461;8;2022
57;CEDI;GHC;3;8;2022
58;DALASI;GMD;427;8;2022
59;GUINEA FRANC;GNF;3;8;2022
60;QUETZAL;GTQ;2999;8;2022
61;GUINEA BISSAU PESO;GWP;0;8;2022
62;GUYANA DOLLAR;GYD;111;8;2022
63;GIBRALTAR POUND;GIP;19002;8;2022
64;HONGKONG DOLLAR;HKD;2952;8;2022
65;LEMPIRA;HNL;950;8;2022
66;KUNA;HRK;3145;8;2022
67;GOURDE;HTG;203;8;2022
68;FORINT;HUF;58;8;2022
69;RUPIAH;IDR;2;8;2022
70;NEW ISRAELI SHEKEL;ILS;6798;8;2022
71;INDIAN RUPEE;INR;292;8;2022
72;IRAQI DINAR;IQD;16;8;2022
73;IRANIAN RIAL;IRR;1;8;2022
74;ICELAND KRONA;ISK;171;8;2022
75;JAMACAN DOLLAR;JMD;152;8;2022
76;JORDANIAN DINAR;JOD;32651;8;2022
77;YEN;JPY;170;8;2022
78;KENYAN SHILING;KES;195;8;2022
79;SOM;KGS;279;8;2022
80;COMORO FRANC;KMF;48;8;2022
81;NORTH KOREAN WON;KPW;178;8;2022
82;WON;KRW;18;8;2022
83;KUWAITI DINAR;KWD;74781;8;2022
84;CAYMAN ISLANDS DOLLAR;KYD;27930;8;2022
85;TENGE;KZT;48;8;2022
86;RIEL;KHR;6;8;2022
87;KIP;LAK;2;8;2022
88;LIBIAN POUND;LBP;15;8;2022
89;SRILANCA RUPEE;LKR;65;8;2022
90;LIBERIAN DOLLAR;LRD;152;8;2022
91;LOTI;LSL;1408;8;2022
92;LITHUANIAN LITAS;LTL;8134;8;2022
93;LUXEMBOURG FRANC;LUF;507;8;2022
94;LEBANESE DINAR;LYD;4780;8;2022
95;MOROCCAN DIRHAM;MAD;2251;8;2022
96;MOLDOVAN LEU;MDL;1205;8;2022
97;MALAGASY ARIARY;MGA;6;8;2022
98;DENAR;MKD;382;8;2022
99;KYAT;MMK;13;8;2022
100;TUGRIK;MNT;7;8;2022
101;PATACA;MOP;2867;8;2022
102;OUGUIYA;MRO;65;8;2022
103;MAURITUS RUPEE;MUR;511;8;2022
104;RUFIYAA;MVR;1503;8;2022
105;KWACHA;ZMK;23;8;2022
106;MAXICAN PESO;MXN;1143;8;2022
107;MEXUNIDAD DE INVERSIOR;MXV;1143;8;2022
108;MALAYSIAN RINGGIT;MYR;5235;8;2022
109;MOZAMBICAN METICAL;MZN;367;8;2022
110;NAMIBIA DOLLAR;NAD;1408;8;2022
111;CORDOBA ORO;NIO;647;8;2022
112;NORWEGIAN KRONE;NOK;2317;8;2022
113;NEPALESE RUPEE;NPR;182;8;2022
114;NEWZELAND DOLLAR;NZD;14367;8;2022
115;NAIRA;NGN;56;8;2022
116;RIAL OMANI;OMR;61005;8;2022
117;BALBOA;PAB;23182;8;2022
118;NUEVO SOL;PEN;5914;8;2022
119;KINA;PGK;6404;8;2022
120;PAKISTAN RUPEE;PKR;97;8;2022
121;ZLOTY;PLN;5014;8;2022
122;GUARANI;PYG;3;8;2022
123;PHILIPINE PESO;PHP;419;8;2022
124;QATARI RIAL;QAR;6299;8;2022
125;RÚP CHUYỂN NHƯỢNG;RCN;23182;8;2022
126;LEU;RON;4790;8;2022
127;RUSSIAN RUBLE (NEW);RUB;412;8;2022
128;RWANDA FRANC;RWF;23;8;2022
129;SAUDI RYAL;SAR;6165;8;2022
130;SOLOMON ISLANDS DOLLAR;SBD;2783;8;2022
131;SEYCHELLESS RUPEE;SCR;1762;8;2022
132;SUDANESE DINAR;SDD;116;8;2022
133;SDR;SDR;0;8;2022
134;SWEDISH KRONA;SEK;2238;8;2022
135;SINGAPORE DOLLAR;SGD;16586;8;2022
136;ST HELENA POUND;SHP;18546;8;2022
137;SLOVAKKORUNA;SKK;1076;8;2022
138;LEONE;SLL;2;8;2022
139;SOMA SHILING;SOS;41;8;2022
140;SURINAME DOLLAR;SRD;965;8;2022
141;DOBRA;STD;1;8;2022
142;EL SALVADOR COLON;SVC;2649;8;2022
143;SYRIAN POUND;SYP;9;8;2022
144;LILANGENI;SZL;1408;8;2022
145;TAJIK RUBLE;TJR;10;8;2022
146;MANAT;TMM;2;8;2022
147;TUNISIAN DINAR;TND;7336;8;2022
148;PAANGA;TOP;9659;8;2022
149;TRINIDAD &TOBACO DOLLAR;TTD;3429;8;2022
150;NEW TAIWAN DOLLAR;TWD;777;8;2022
151;TANZANIAN SHILLING;TZS;10;8;2022
152;BAHT;THB;644;8;2022
153;NEW TURKISH LIRA;TRY;1349;8;2022
154;HRYVNIA;UAH;629;8;2022
155;UGANDA SHILING;UGX;6;8;2022
156;RUP XO VIET;USR;386;8;2022
157;PESO URUGUAYO;UYU;558;8;2022
158;UZBEKISTAN SUM;UZS;2;8;2022
159;BOLIVAR;VEF;0;8;2022
160;VATU;VUV;201;8;2022
161;TALA;WST;8461;8;2022
162;CFA FRANC BEAC;XAF;36;8;2022
163;EAST CARIBEAN DOLLAR;XCD;8586;8;2022
164;CFA FRANC BEAC;XAF;36;8;2022
165;CFP FRANC;XPF;198;8;2022
166;YEMENI RIAL;YER;93;8;2022
167;RAND;ZAR;1408;8;2022
168;KWACHA;ZMK;23;8;2022
;ĐÔLA Mỹ ;USD;23182;8;2022
1;UAE DIRHAM;AED;6283;7;2022
2;AFGHAN AFGHANI;AFN;263;7;2022
3;LEK;ALL;203;7;2022
4;ARMENIAN DRAM;AMD;57;7;2022
5;NETHANTILLIAN GUILDER;ANG;12966;7;2022
6;ANGOLAN KWANZA;AOA;55;7;2022
7;KWANZA REAJUSTADO;AOR;55;7;2022
8;ARGENTINE PESO;ARS;185;7;2022
9;AUSTRALIAN DOLLAR;AUD;16271;7;2022
10;ARUBAN GUILDER;AWG;12966;7;2022
11;AZERBAIJANIAN MANAT;AZN;13657;7;2022
12;CONVERTIBLE MARKS;BAM;12342;7;2022
13;BARBADOS DOLLAR;BBD;11540;7;2022
14;TAKA;BDT;247;7;2022
15;LEV;BGN;12342;7;2022
16;BAHARAINI DINAR;BHD;60737;7;2022
17;BURUNDI FRANC;BIF;11;7;2022
18;BERMUDIAN DOLLAR;BMD;23080;7;2022
19;BRUNEI DOLLAR;BND;16604;7;2022
20;BOLIVIANO;BOB;3389;7;2022
21;MVDOL;BOV;3389;7;2022
22;BRAZILIAN REAL;BRL;4666;7;2022
23;BAHAMIAN DOLLAR;BSD;23080;7;2022
24;NGULTRUM;BTN;292;7;2022
25;PULA;BWP;1869;7;2022
26;BELARUSIAN RUBLE;BYB;1;7;2022
27;BELIZE DOLLAR;BZD;11598;7;2022
28;CANADIAN DOLLAR;CAD;18056;7;2022
29;FRANC CONGOLAIS;CDF;12;7;2022
30;UNIDADES DE FOMENTO;CLF;25;7;2022
31;CHILEAN PESO;CLP;25;7;2022
32;YAN RENMINBI;CNY;3446;7;2022
33;COLOMBIAN PESO;COP;6;7;2022
34;COSTA RICAN COLON;CRC;34;7;2022
35;CZECH KORUNA;CZK;976;7;2022
36;CUBAN PESO;CUP;962;7;2022
37;CAPE VERDE ESCUDO;CVE;219;7;2022
38;CZECH KORUNA;CZK;976;7;2022
39;SWISS FRANC;CHF;23691;7;2022
40;EAST GERMAN MARK;DDM;10396;7;2022
41;DEUTSCH MARK;DEM;10396;7;2022
42;DJIBOUTI FRANC;DJF;130;7;2022
43;DANISH KRONE;DKK;3286;7;2022
44;DOMINICAN PESO;DOP;422;7;2022
45;ALGERIAN DINAR;DZD;158;7;2022
46;SUCRE;ECS;1;7;2022
47;UNIDAD DE VALOR CONSTANTE(UVC);ECV;1;7;2022
48;EGYPTIAN POUND;EGP;1230;7;2022
49;NAKFA;ERN;1539;7;2022
50;ETHIOPIAN BIRR;ETB;444;7;2022
51;EURO;EUR;24442;7;2022
52;FIJI DOLLAR;FJD;10350;7;2022
53;FALKLAND ISLANDS POUND;FKP;18918;7;2022
54;FRENCH FRANC;FRF;3106;7;2022
55;POUND STERLING;GBP;28512;7;2022
56;LARI;GEL;7904;7;2022
57;CEDI;GHC;2;7;2022
58;DALASI;GMD;427;7;2022
59;GUINEA FRANC;GNF;3;7;2022
60;QUETZAL;GTQ;2978;7;2022
61;GUINEA BISSAU PESO;GWP;0;7;2022
62;GUYANA DOLLAR;GYD;111;7;2022
63;GIBRALTAR POUND;GIP;18918;7;2022
64;HONGKONG DOLLAR;HKD;2940;7;2022
65;LEMPIRA;HNL;947;7;2022
66;KUNA;HRK;3206;7;2022
67;GOURDE;HTG;205;7;2022
68;FORINT;HUF;61;7;2022
69;RUPIAH;IDR;2;7;2022
70;NEW ISRAELI SHEKEL;ILS;6671;7;2022
71;INDIAN RUPEE;INR;296;7;2022
72;IRAQI DINAR;IQD;16;7;2022
73;IRANIAN RIAL;IRR;1;7;2022
74;ICELAND KRONA;ISK;173;7;2022
75;JAMACAN DOLLAR;JMD;154;7;2022
76;JORDANIAN DINAR;JOD;32507;7;2022
77;YEN;JPY;173;7;2022
78;KENYAN SHILING;KES;196;7;2022
79;SOM;KGS;290;7;2022
80;COMORO FRANC;KMF;49;7;2022
81;NORTH KOREAN WON;KPW;178;7;2022
82;WON;KRW;18;7;2022
83;KUWAITI DINAR;KWD;74452;7;2022
84;CAYMAN ISLANDS DOLLAR;KYD;27807;7;2022
85;TENGE;KZT;49;7;2022
86;RIEL;KHR;6;7;2022
87;KIP;LAK;2;7;2022
88;LIBIAN POUND;LBP;15;7;2022
89;SRILANCA RUPEE;LKR;66;7;2022
90;LIBERIAN DOLLAR;LRD;153;7;2022
91;LOTI;LSL;1422;7;2022
92;LITHUANIAN LITAS;LTL;8098;7;2022
93;LUXEMBOURG FRANC;LUF;505;7;2022
94;LEBANESE DINAR;LYD;4798;7;2022
95;MOROCCAN DIRHAM;MAD;2274;7;2022
96;MOLDOVAN LEU;MDL;1212;7;2022
97;MALAGASY ARIARY;MGA;6;7;2022
98;DENAR;MKD;393;7;2022
99;KYAT;MMK;12;7;2022
100;TUGRIK;MNT;7;7;2022
101;PATACA;MOP;2855;7;2022
102;OUGUIYA;MRO;65;7;2022
103;MAURITUS RUPEE;MUR;516;7;2022
104;RUFIYAA;MVR;1497;7;2022
105;KWACHA;ZMK;23;7;2022
106;MAXICAN PESO;MXN;1145;7;2022
107;MEXUNIDAD DE INVERSIOR;MXV;1145;7;2022
108;MALAYSIAN RINGGIT;MYR;5246;7;2022
109;MOZAMBICAN METICAL;MZN;365;7;2022
110;NAMIBIA DOLLAR;NAD;1422;7;2022
111;CORDOBA ORO;NIO;646;7;2022
112;NORWEGIAN KRONE;NOK;2383;7;2022
113;NEPALESE RUPEE;NPR;183;7;2022
114;NEWZELAND DOLLAR;NZD;14697;7;2022
115;NAIRA;NGN;56;7;2022
116;RIAL OMANI;OMR;60737;7;2022
117;BALBOA;PAB;23080;7;2022
118;NUEVO SOL;PEN;6122;7;2022
119;KINA;PGK;6376;7;2022
120;PAKISTAN RUPEE;PKR;113;7;2022
121;ZLOTY;PLN;5291;7;2022
122;GUARANI;PYG;3;7;2022
123;PHILIPINE PESO;PHP;420;7;2022
124;QATARI RIAL;QAR;6289;7;2022
125;RÚP CHUYỂN NHƯỢNG;RCN;23080;7;2022
126;LEU;RON;4890;7;2022
127;RUSSIAN RUBLE (NEW);RUB;401;7;2022
128;RWANDA FRANC;RWF;23;7;2022
129;SAUDI RYAL;SAR;6155;7;2022
130;SOLOMON ISLANDS DOLLAR;SBD;2771;7;2022
131;SEYCHELLESS RUPEE;SCR;1795;7;2022
132;SUDANESE DINAR;SDD;115;7;2022
133;SDR;SDR;0;7;2022
134;SWEDISH KRONA;SEK;2315;7;2022
135;SINGAPORE DOLLAR;SGD;16708;7;2022
136;ST HELENA POUND;SHP;18464;7;2022
137;SLOVAKKORUNA;SKK;1071;7;2022
138;LEONE;SLL;2;7;2022
139;SOMA SMILING;SOS;40;7;2022
140;SURINAME DOLLAR;SRD;1044;7;2022
141;DOBRA;STD;1;7;2022
142;EL SALVADOR COLON;SVC;2638;7;2022
143;SYRIAN POUND;SYP;9;7;2022
144;LILANGENI;SZL;1422;7;2022
145;TAJIK RUBLE;TJR;10;7;2022
146;MANAT;TMM;2;7;2022
147;TUNISIAN DINAR;TND;7469;7;2022
148;PAANGA;TOP;9577;7;2022
149;TRINIDAD &TOBACO DOLLAR;TTD;3414;7;2022
150;NEW TAIWAN DOLLAR;TWD;781;7;2022
151;TANZANIAN SHILLING;TZS;10;7;2022
152;BAHT;THB;664;7;2022
153;NEW TURKISH LIRA;TRY;1362;7;2022
154;HRYVNIA;UAH;782;7;2022
155;UGANDA SHILING;UGX;6;7;2022
156;RUP XO VIET;USR;466;7;2022
157;PESOURUGUAYO;UYU;591;7;2022
158;UZBEKISTAN SUM;UZS;2;7;2022
159;BOLIVAR;VEF;0;7;2022
160;VATU;VUV;199;7;2022
161;TALA;WST;8362;7;2022
162;CFA FRANC BEAC;XAF;37;7;2022
163;EAST CARIBEAN DOLLAR;XCD;8548;7;2022
164;CFA FRANC BEAC;XAF;37;7;2022
165;CFP FRANC;XPF;202;7;2022
166;YEMENI RIAL;YER;92;7;2022
167;RAND;ZAR;1422;7;2022
168;KWACHA;ZMK;23;7;2022
;ĐÔLA Mỹ ;USD;23080;7;2022
1;UAE DIRHAM;AED;6298;6;2022
2;AFGHAN AFGHANI;AFN;260;6;2022
3;LEK;ALL;207;6;2022
4;ARMENIAN DRAM;AMD;52;6;2022
5;NETHANTILLIAN GUILDER;ANG;12996;6;2022
6;ANGOLAN KWANZA;AOA;55;6;2022
7;KWANZA REAJUSTADO;AOR;55;6;2022
8;ARGENTINE PESO;ARS;193;6;2022
9;AUSTRALIAN DOLLAR;AUD;16321;6;2022
10;ARUBAN GUILDER;AWG;12996;6;2022
11;AZERBAIJANIAN MANAT;AZN;13688;6;2022
12;CONVERTIBLE MARKS;BAM;12710;6;2022
13;BARBADOS DOLLAR;BBD;11566;6;2022
14;TAKA;BDT;260;6;2022
15;LEV;BGN;12710;6;2022
16;BAHARAINI DINAR;BHD;60875;6;2022
17;BURUNDI FRANC;BIF;12;6;2022
18;BERMUDIAN DOLLAR;BMD;23132;6;2022
19;BRUNEI DOLLAR;BND;16885;6;2022
20;BOLIVIANO;BOB;3392;6;2022
21;MVDOL;BOV;3392;6;2022
22;BRAZILIAN REAL;BRL;4650;6;2022
23;BAHAMIAN DOLLAR;BSD;23152;6;2022
24;NGULTRUM;BTN;298;6;2022
25;PULA;BWP;1931;6;2022
26;BELARUSIAN RUBLE;BYB;1;6;2022
27;BELIZE DOLLAR;BZD;11624;6;2022
28;CANADIAN DOLLAR;CAD;17980;6;2022
29;FRANC CONGOLAIS;CDF;12;6;2022
30;UNIDADES DE FOMENTO;CLF;28;6;2022
31;CHILEAN PESO;CLP;28;6;2022
32;YAN RENMINBI;CNY;3468;6;2022
33;COLOMBIAN PESO;COP;6;6;2022
34;COSTA RICAN COLON;CRC;34;6;2022
35;CZECH KORUNA;CZK;1006;6;2022
36;CUBAN PESO;CUP;964;6;2022
37;CAPE VERDE ESCUDO;CVE;225;6;2022
38;CZECH KORUNA;CZK;1006;6;2022
39;SWISS FRANC;CHF;23575;6;2022
40;LEAST GERMAN MARK;DDM;10420;6;2022
41;DHUTSCH MARK;DEM;10420;6;2022
42;DJIBOUTI FRANC;DJF;130;6;2022
43;DANISH KRONE;DKK;3285;6;2022
44;DOMINICAN PESO;DOP;420;6;2022
45;ALGERIAN DINAR;DZD;160;6;2022
46;SUCRE;ECS;1;6;2022
47;UNIDAD DE VALOR CONSTANTE(UVC);ECV;1;6;2022
48;EGYPTIAN POUND;EGP;1245;6;2022
49;NAKFA;ERN;1542;6;2022
50;ETHIOPIAN BIRR;ETB;449;6;2022
51;EURO;EUR;24435;6;2022
52;FIJI DOLLAR;FJD;10660;6;2022
53;FALKLAND ISLANDS POUND;FKP;18359;6;2022
54;FRENCH FRANC;FRF;3113;6;2022
55;POUND STERLING;GBP;28812;6;2022
56;LARI;GEL;7868;6;2022
57;CEDI;GHC;2;6;2022
58;DALASI;GMD;430;6;2022
